"city";"lat";"long";"country";"iso2";"admin_name";"capital";"population"
Oleksandrivka;47.7329;33.5318;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1455
Oleksandrivka;46.5371;35.4897;Ukraine;UA;Zaporiz’ka Oblast’;"";1049
Oleksandrivka;48.9667;32.2333;Ukraine;UA;Kirovohrads’ka Oblast’;minor;0
Oleksandrivsk;48.5833;39.1833;Ukraine;UA;Luhans’ka Oblast’;"";6709
Oleksiivka;47.5943;34.2377;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";3600
Oleksiivka;48.0186;36.9497;Ukraine;UA;Donets’ka Oblast’;"";1163
Olenegorsk;68.15;33.2833;Russia;RU;Murmanskaya Oblast’;"";20847
Olenivka;47.8333;37.65;Ukraine;UA;Donets’ka Oblast’;"";4549
Olenivka;45.3833;32.5333;Ukraine;UA;Krym, Avtonomna Respublika;"";1441
Olenivka;48.9372;34.9841;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1427
Oleshky;46.6167;32.7167;Ukraine;UA;Khersons’ka Oblast’;minor;0
Olevsk;51.2278;27.6481;Ukraine;UA;Zhytomyrs’ka Oblast’;minor;10457
Oleyëvo-Korolëvka;48.7421;25.9935;Ukraine;UA;Ternopil’s’ka Oblast’;"";1094
Olginka;44.1972;38.8861;Russia;RU;Krasnodarskiy Kray;"";2252
Olgino;44.3306;44.4039;Russia;RU;Stavropol’skiy Kray;"";1862
Olgino;54.2678;71.6811;Russia;RU;Omskaya Oblast’;"";1343
Ollon;46.2973;6.9935;Switzerland;CH;Vaud;"";7497
Olonets;60.9833;32.9667;Russia;RU;Kareliya;"";8091
Olovyannaya;50.95;115.5666;Russia;RU;Zabaykal’skiy Kray;"";8247
Olten;47.3531;7.9078;Switzerland;CH;Solothurn;"";17133
Oltu;40.5394;41.9872;Turkey;TR;Erzurum;minor;0
Olur;40.8216;42.1306;Turkey;TR;Erzurum;minor;0
Olyka;50.7167;25.8167;Ukraine;UA;Volyns’ka Oblast’;"";3079
Olëkminsk;60.3833;120.4333;Russia;RU;Sakha (Yakutiya);"";10490
Omsk;54.9667;73.3833;Russia;RU;Omskaya Oblast’;admin;1178391
Omsukchan;62.5333;155.8;Russia;RU;Magadanskaya Oblast’;"";4201
Omutninsk;58.6667;52.1833;Russia;RU;Kirovskaya Oblast’;"";22009
Ondokuzmayıs;41.5011;36.0689;Turkey;TR;Samsun;minor;0
Onega;63.9167;38.0833;Russia;RU;Arkhangel’skaya Oblast’;"";19030
Onex;46.1833;6.1;Switzerland;CH;Genève;"";18977
Onguday;50.75;86.1333;Russia;RU;Altay;"";5586
Onufriivka;48.9023;33.4464;Ukraine;UA;Kirovohrads’ka Oblast’;minor;3855
Opfikon;47.4331;8.5719;Switzerland;CH;Zürich;"";19864
Opishnya;49.9564;34.612;Ukraine;UA;Poltavs’ka Oblast’;"";5292
Opochka;56.7167;28.65;Russia;RU;Pskovskaya Oblast’;minor;10148
Opytne;48.5542;38.0169;Ukraine;UA;Donets’ka Oblast’;"";1983
Orada Chugli;42.4939;47.2236;Russia;RU;Dagestan;"";1105
Oral;51.2333;51.3667;Kazakhstan;KZ;Batys Qazaqstan;admin;271900
Oranzherei;45.8476;47.5663;Russia;RU;Astrakhanskaya Oblast’;"";6350
Orativ;49.1876;29.5289;Ukraine;UA;Vinnyts’ka Oblast’;minor;2804
Orbe;46.7245;6.5322;Switzerland;CH;Vaud;"";6987
Orbelyanovka;44.234;42.879;Russia;RU;Stavropol’skiy Kray;"";1615
Ordu;40.9833;37.8833;Turkey;TR;Ordu;admin;155117
Ordubad;38.9047;46.0231;Azerbaijan;AZ;Ordubad;admin;10372
Orekhovo-Borisovo Yuzhnoye;55.6029;37.7328;Russia;RU;Moskva;"";147713
Orekhovo-Zuyevo;55.8;38.9667;Russia;RU;Moskovskaya Oblast’;"";118822
Orenburg;51.7667;55.1;Russia;RU;Orenburgskaya Oblast’;admin;564443
Orhaneli;39.9033;28.9906;Turkey;TR;Bursa;minor;0
Orhangazi;40.4892;29.3089;Turkey;TR;Bursa;minor;0
Origlio;46.05;8.95;Switzerland;CH;Ticino;"";1457
Orikhiv;47.5677;35.7849;Ukraine;UA;Zaporiz’ka Oblast’;"";14479
Orilka;48.9805;36.0075;Ukraine;UA;Kharkivs’ka Oblast’;"";3095
Orimattila;60.8042;25.7333;Finland;FI;Päijät-Häme;minor;16326
Oripää;60.8556;22.6972;Finland;FI;Varsinais-Suomi;minor;1377
Orivesi;61.6778;24.3569;Finland;FI;Pirkanmaa;minor;9408
Orlik;52.51;99.8211;Russia;RU;Buryatiya;"";2555
Orlov;58.5333;48.8833;Russia;RU;Kirovskaya Oblast’;"";6607
Orlovka;44.6889;44.1726;Russia;RU;Stavropol’skiy Kray;"";3241
Orlovka;43.9919;43.7856;Russia;RU;Stavropol’skiy Kray;"";1983
Orlovka;55.0281;72.4656;Russia;RU;Omskaya Oblast’;"";1275
Ormalingen;47.4706;7.8764;Switzerland;CH;Basel-Landschaft;"";2215
Ormanlı;41.1647;31.6142;Turkey;TR;Zonguldak;minor;0
Orongoy;51.5222;107.0619;Russia;RU;Buryatiya;"";1760
Orpund;47.1389;7.3064;Switzerland;CH;Bern;"";2799
Orsha;54.5092;30.4258;Belarus;BY;Vitsyebskaya Voblasts’;minor;106505
Orsières;45.9723;7.1016;Switzerland;CH;Valais;"";3183
Orsk;51.2;58.6167;Russia;RU;Orenburgskaya Oblast’;"";230414
Orta;40.6242;33.1093;Turkey;TR;Çankırı;minor;0
Orta-Stal;41.6667;48.1667;Russia;RU;Dagestan;"";2827
Ortabağ;37.3967;42.9101;Turkey;TR;Şırnak;minor;0
Ortaca;36.8391;28.7646;Turkey;TR;Muğla;minor;0
Ortacalar;41.279;41.3789;Turkey;TR;Artvin;minor;0
Ortakent;40.4;38.0;Turkey;TR;Sivas;minor;0
Ortaklar;37.8878;27.5022;Turkey;TR;Aydın;minor;0
Ortaköy;40.973;30.6769;Turkey;TR;Sakarya;minor;0
Ortaköy;40.2735;35.2517;Turkey;TR;Çorum;minor;0
Ortaköy;38.7373;34.0387;Turkey;TR;Aksaray;minor;0
Ortaköy;41.251;41.9836;Turkey;TR;Artvin;minor;0
Ortaköy;39.4215;36.234;Turkey;TR;Sivas;minor;0
Ortyakent Yahşi;37.0494;27.3483;Turkey;TR;Muğla;minor;0
Orvin;47.1606;7.2139;Switzerland;CH;Bern;"";1222
Orzhytsia;49.791;32.7015;Ukraine;UA;Poltavs’ka Oblast’;minor;0
Orël;52.9686;36.0694;Russia;RU;Orlovskaya Oblast’;admin;311625
Osa;57.2833;55.45;Russia;RU;Permskiy Kray;"";20899
Osa;53.4;103.8833;Russia;RU;Irkutskaya Oblast’;"";4536
Oshtinskiy Pogost;60.8525;35.5633;Russia;RU;Vologodskaya Oblast’;"";1204
Osinniki;53.6167;87.3333;Russia;RU;Kemerovskaya Oblast’;"";42454
Osiy;48.3611;23.1194;Ukraine;UA;Zakarpats’ka Oblast’;"";3555
Osmancalı;38.7625;27.2531;Turkey;TR;Manisa;minor;0
Osmancık;40.9782;34.8047;Turkey;TR;Çorum;minor;0
Osmaneli;40.3572;30.0142;Turkey;TR;Bilecik;minor;0
Osmangazi;40.2259;29.0439;Turkey;TR;Bursa;minor;0
Osmaniye;37.075;36.25;Turkey;TR;Osmaniye;admin;264373
Osmanpaşa;39.6247;34.9647;Turkey;TR;Yozgat;minor;0
Ossingen;47.6128;8.7269;Switzerland;CH;Zürich;"";1566
Ostapovo;49.3786;26.0358;Ukraine;UA;Ternopil’s’ka Oblast’;"";1785
Ostashkov;57.15;33.1;Russia;RU;Tverskaya Oblast’;"";16318
Ostashëvo;55.8586;35.8639;Russia;RU;Moskovskaya Oblast’;"";2743
Oster;50.9486;30.8811;Ukraine;UA;Chernihivs’ka Oblast’;"";10245
Ostermundigen;46.9553;7.4833;Switzerland;CH;Bern;"";17546
Ostriv;50.3939;24.1697;Ukraine;UA;L’vivs’ka Oblast’;"";1849
Ostrogozhsk;50.8667;39.0667;Russia;RU;Voronezhskaya Oblast’;"";32601
Ostroh;50.3333;26.5167;Ukraine;UA;Rivnens’ka Oblast’;"";15642
Ostrov;57.3333;28.35;Russia;RU;Pskovskaya Oblast’;"";20427
Ostrovnoy;68.0531;39.5131;Russia;RU;Murmanskaya Oblast’;"";1847
Osyno;56.1505;28.6758;Russia;RU;Pskovskaya Oblast’;minor;0
Osynove;49.5636;39.0675;Ukraine;UA;Luhans’ka Oblast’;"";2240
Osypnoy Bugor;46.2972;48.0492;Russia;RU;Astrakhanskaya Oblast’;"";3800
Otelfingen;47.4608;8.3911;Switzerland;CH;Zürich;"";2831
Otepää;58.0572;26.4983;Estonia;EE;Valgamaa;minor;1901
Othmarsingen;47.4012;8.2153;Switzerland;CH;Aargau;"";2897
Otkaznoye;44.3264;43.8608;Russia;RU;Stavropol’skiy Kray;"";2862
Otlukbeli;39.97;40.0187;Turkey;TR;Erzincan;minor;0
Otradnaya;44.393299999999996;41.5206;Russia;RU;Krasnodarskiy Kray;minor;0
Otradnoye;59.7833;30.8167;Russia;RU;Leningradskaya Oblast’;"";25623
Otradnoye;53.3278;34.175;Russia;RU;Bryanskaya Oblast’;"";1927
Otradnyy;53.3667;51.35;Russia;RU;Samarskaya Oblast’;"";47180
Otrado-Kubanskoye;45.2472;40.8333;Russia;RU;Krasnodarskiy Kray;"";3789
Otrado-Ol’ginskoye;45.306;40.9397;Russia;RU;Krasnodarskiy Kray;"";5190
Ottenbach;47.2814;8.4039;Switzerland;CH;Zürich;"";2556
Otyassy;53.2389;41.65;Russia;RU;Tambovskaya Oblast’;"";1099
Otyniia;48.7339;24.8569;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";5444
Oulainen;64.2667;24.8167;Finland;FI;Pohjois-Pohjanmaa;minor;7610
Oulu;65.0142;25.4719;Finland;FI;Pohjois-Pohjanmaa;admin;200526
Outokumpu;62.725;29.0167;Finland;FI;Pohjois-Karjala;minor;7139
Ovabağ;37.7085;39.987;Turkey;TR;Diyarbakır;minor;0
Ovacuma;41.4485;32.7536;Turkey;TR;Karabük;minor;0
Ovacık;39.3586;39.2164;Turkey;TR;Tunceli;minor;6998
Ovacık;37.5134;38.7793;Turkey;TR;Şanlıurfa;minor;0
Ovacık;40.2005;40.9973;Turkey;TR;Erzurum;minor;0
Ovacık;36.1713;33.5558;Turkey;TR;Mersin;minor;0
Ovacık;41.0766;32.9199;Turkey;TR;Karabük;minor;0
Ovakent;38.1072;28.0211;Turkey;TR;İzmir;minor;0
Ovakışla;38.8173;42.3164;Turkey;TR;Bitlis;minor;0
Ovidiopol;46.2667;30.4333;Ukraine;UA;Odes’ka Oblast’;minor;11741
Ovoshchi;45.3676;43.3225;Russia;RU;Stavropol’skiy Kray;"";2370
Ovruch;51.3244;28.8081;Ukraine;UA;Zhytomyrs’ka Oblast’;"";15795
Ovsyanka;55.9583;92.572;Russia;RU;Krasnoyarskiy Kray;"";2228
Oy;61.539;129.1805;Russia;RU;Sakha (Yakutiya);"";2266
Oyalı;37.2213;41.7386;Turkey;TR;Mardin;minor;0
Ozaryntsi;48.5406;27.8069;Ukraine;UA;Vinnyts’ka Oblast’;"";1987
Ozeriany;50.4957;32.9039;Ukraine;UA;Chernihivs’ka Oblast’;"";1422
Ozerne;50.1794;28.7361;Ukraine;UA;Zhytomyrs’ka Oblast’;"";5851
Ozolnieki;56.6908;23.7881;Latvia;LV;Ozolnieku Novads;admin;4260
Ozërsk;55.7556;60.7028;Russia;RU;Chelyabinskaya Oblast’;"";79265
Ozërsk;54.4167;22.0167;Russia;RU;Kaliningradskaya Oblast’;minor;3935
Ozëry;54.85;38.55;Russia;RU;Moskovskaya Oblast’;"";25359
Oğuz;41.0714;47.4653;Azerbaijan;AZ;Oğuz;admin;7400
Oğuz;37.8149;41.3742;Turkey;TR;Batman;minor;0
Oğuz;39.5059;38.8837;Turkey;TR;Erzincan;minor;0
Oğuzeli;36.9657;37.5134;Turkey;TR;Gaziantep;minor;0
Oğuzlar;40.7535;34.7027;Turkey;TR;Çorum;minor;0
Padasjoki;61.35;25.275;Finland;FI;Päijät-Häme;minor;3143
Paide;58.8833;25.5667;Estonia;EE;Järvamaa;admin;7905
Paimio;60.4569;22.6861;Finland;FI;Varsinais-Suomi;minor;10620
Pajusti;59.2744;26.4233;Estonia;EE;Lääne-Virumaa;minor;0
Palahychi;48.9028;24.9956;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1284
Palana;59.084;159.95;Russia;RU;Kamchatskiy Kray;"";3671
Palandöken;39.889;41.2805;Turkey;TR;Erzurum;minor;0
Palanka;48.7294;30.0983;Ukraine;UA;Cherkas’ka Oblast’;"";1608
Palatka;60.1;150.9;Russia;RU;Magadanskaya Oblast’;"";21452
Paldiski;59.35;24.05;Estonia;EE;Harjumaa;minor;4056
Pallasovka;50.05;46.8833;Russia;RU;Volgogradskaya Oblast’;"";14940
Paltamo;64.4083;27.8417;Finland;FI;Kainuu;minor;3488
Palu;38.6914;39.9198;Turkey;TR;Elazığ;minor;0
Pampigny;46.5802;6.4266;Switzerland;CH;Vaud;"";1114
Pamukova;40.5081;30.1673;Turkey;TR;Sakarya;minor;0
Pamukören;37.9232;28.5417;Turkey;TR;Aydın;minor;0
Panakhes;44.9869;38.7144;Russia;RU;Adygeya;"";1660
Panteleymonovka;45.6375;133.5917;Russia;RU;Primorskiy Kray;"";1086
Paphos;34.7761;32.4265;Cyprus;CY;Páfos;admin;35961
Papsaare;58.4028;24.4161;Estonia;EE;Pärnumaa;"";1090
Parabel’;58.6978;81.4825;Russia;RU;Tomskaya Oblast’;"";6018
Paradiso;45.9833;8.95;Switzerland;CH;Ticino;"";4144
Parafiivka;50.885;32.6464;Ukraine;UA;Chernihivs’ka Oblast’;"";2407
Paralímni;35.0387;33.9862;Cyprus;CY;Ammóchostos;"";14963
Paranga;56.7039;49.4047;Russia;RU;Mariy-El;"";5411
Parfënovo;52.81;82.7331;Russia;RU;Altayskiy Kray;"";1349
Pargas;60.3;22.3;Finland;FI;Varsinais-Suomi;minor;15457
Parikkala;61.55;29.5;Finland;FI;Etelä-Karjala;minor;5235
Parkano;62.0097;23.025;Finland;FI;Pirkanmaa;minor;6766
Parma;65.923;57.403;Russia;RU;Komi;"";45000
Parola;61.05;24.3667;Finland;FI;Kanta-Häme;minor;0
Partenit;44.5764;34.3397;Ukraine;UA;Krym, Avtonomna Respublika;"";6089
Partizansk;43.1333;133.1333;Russia;RU;Primorskiy Kray;"";37059
Partyzanske;48.5871;34.8143;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";2591
Pashkivtsi;49.7686;27.1319;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1323
Pasika;48.5292;22.9058;Ukraine;UA;Zakarpats’ka Oblast’;"";1193
Pasinler;39.9797;41.67;Turkey;TR;Erzurum;minor;0
Pastavy;55.1167;26.8333;Belarus;BY;Vitsyebskaya Voblasts’;minor;19153
Pasytsely;47.8364;29.65;Ukraine;UA;Odes’ka Oblast’;"";1369
Patnos;39.2358;42.8686;Turkey;TR;Ağrı;minor;122833
Paudex;46.5084;6.6737;Switzerland;CH;Vaud;"";1504
Pavlivka;49.4411;28.4653;Ukraine;UA;Vinnyts’ka Oblast’;"";3798
Pavlodar;52.3156;76.9564;Kazakhstan;KZ;Pavlodar;admin;353930
Pavlohrad;48.52;35.87;Ukraine;UA;Dnipropetrovs’ka Oblast’;minor;106082
Pavlovka;55.4224;56.5632;Russia;RU;Bashkortostan;"";4143
Pavlovka;51.6797;46.6869;Russia;RU;Saratovskaya Oblast’;"";1697
Pavlovo;55.9619;43.09;Russia;RU;Nizhegorodskaya Oblast’;"";57630
Pavlovsk;50.45;40.0667;Russia;RU;Voronezhskaya Oblast’;minor;24858
Pavlovskaya;46.1377;39.7832;Russia;RU;Krasnodarskiy Kray;minor;0
Pavlovskiy Posad;55.7833;38.65;Russia;RU;Moskovskaya Oblast’;"";65432
Payamlı;37.0365;38.6134;Turkey;TR;Şanlıurfa;minor;0
Payerne;46.8167;6.9333;Switzerland;CH;Vaud;"";9943
Pazar;40.2759;36.2832;Turkey;TR;Tokat;minor;14335
Pazar;41.1792;40.8842;Turkey;TR;Rize;minor;0
Pazar;40.3303;32.7482;Turkey;TR;Ankara;minor;0
Pazarcık;37.484;37.2922;Turkey;TR;Kahramanmaraş;minor;0
Pazarköy;39.8532;27.403;Turkey;TR;Çanakkale;minor;0
Pazarköy;40.9255;32.1807;Turkey;TR;Bolu;minor;0
Pazarlar;38.995;29.1258;Turkey;TR;Kütahya;minor;0
Pazaryeri;39.9939;29.9042;Turkey;TR;Bilecik;minor;0
Pazaryolu;40.4114;40.7678;Turkey;TR;Erzurum;minor;0
Pazarören;38.6739;36.1594;Turkey;TR;Kayseri;minor;0
Pechenihy;49.8647;36.9364;Ukraine;UA;Kharkivs’ka Oblast’;"";5264
Pechenizhyn;48.51;24.8892;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";5253
Pechora;65.1442;57.2197;Russia;RU;Komi;"";40653
Pechory;57.8167;27.6;Russia;RU;Pskovskaya Oblast’;"";9670
Pehlivanköy;41.3481;26.9252;Turkey;TR;Kırklareli;minor;0
Pelkosenniemi;67.1083;27.5167;Finland;FI;Lappi;minor;958
Pello;66.7756;23.9635;Finland;FI;Lappi;minor;3623
Pendik;40.8775;29.2725;Turkey;TR;İstanbul;minor;0
Peniki;59.9175;29.6419;Russia;RU;Leningradskaya Oblast’;"";1207
Penthalaz;46.6128;6.5291;Switzerland;CH;Vaud;"";3283
Penthaz;46.6;6.5333;Switzerland;CH;Vaud;"";1749
Penza;53.2;45.0;Russia;RU;Penzenskaya Oblast’;admin;523726
Perebykivtsi;48.5861;26.1358;Ukraine;UA;Chernivets’ka Oblast’;"";2292
Perechyn;48.7333;22.4667;Ukraine;UA;Zakarpats’ka Oblast’;"";6683
Peredilske;48.7569;39.1489;Ukraine;UA;Luhans’ka Oblast’;"";1191
Perehinske;48.8103;24.1819;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";12762
Peremoha;51.5482;33.9418;Ukraine;UA;Sums’ka Oblast’;"";1128
Peremyl;50.3961;25.1642;Ukraine;UA;Volyns’ka Oblast’;"";1041
Peremyshl;54.2636;36.1631;Russia;RU;Kaluzhskaya Oblast’;"";3279
Peremyshliany;49.67;24.5594;Ukraine;UA;L’vivs’ka Oblast’;minor;0
Pereshchepyne;49.0179;35.3598;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";9931
Pereslavl’-Zalesskiy;56.7381;38.8562;Russia;RU;Yaroslavskaya Oblast’;"";39105
Perevalsk;48.4333;38.8167;Ukraine;UA;Luhans’ka Oblast’;minor;26132
Pereyaslav-Khmel’nyts’kyy;50.065;31.445;Ukraine;UA;Kyyivs’ka Oblast’;"";27088
Perho;63.2167;24.4167;Finland;FI;Keski-Pohjanmaa;minor;2860
Perkivtsi;48.4489;26.6561;Ukraine;UA;Chernivets’ka Oblast’;"";1399
Perlëvka;51.8497;38.855;Russia;RU;Voronezhskaya Oblast’;"";1139
Perm;58.0139;56.2489;Russia;RU;Permskiy Kray;admin;1048005
Perroy;46.4667;6.3667;Switzerland;CH;Vaud;"";1536
Pershotravensk;48.3464;36.4044;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";28363
Pershotravensk;50.2011;27.6339;Ukraine;UA;Zhytomyrs’ka Oblast’;"";3452
Pershotravneve;51.3929;28.8684;Ukraine;UA;Zhytomyrs’ka Oblast’;"";2454
Pertek;38.8657;39.3227;Turkey;TR;Tunceli;minor;0
Pertunmaa;61.5028;26.4792;Finland;FI;Etelä-Savo;minor;1817
Pervari;37.9357;42.5493;Turkey;TR;Siirt;minor;0
Pervomaisk;48.6333;38.5167;Ukraine;UA;Luhans’ka Oblast’;"";38801
Pervomaisk;48.05;30.85;Ukraine;UA;Mykolayivs’ka Oblast’;minor;0
Pervomaiske;45.7169;33.8608;Ukraine;UA;Krym, Avtonomna Respublika;minor;0
Pervomaiskyi;49.3869;36.2142;Ukraine;UA;Kharkivs’ka Oblast’;"";30048
Pervomaiskyi;47.9736;38.7875;Ukraine;UA;Donets’ka Oblast’;"";2837
Pervomaysk;54.8667;43.8;Russia;RU;Nizhegorodskaya Oblast’;"";13496
Pervomayskiy;56.8536;53.3639;Russia;RU;Udmurtiya;"";2884
Pervomayskoye;52.5883;85.2614;Russia;RU;Altayskiy Kray;"";5454
Pervomayskoye;43.4394;46.3458;Russia;RU;Dagestan;"";1419
Pervomayskoye;46.0561;42.2194;Russia;RU;Stavropol’skiy Kray;"";1325
Pervomayskoye;55.0793;47.3726;Russia;RU;Chuvashiya;"";1037
Pervouralsk;56.9167;59.95;Russia;RU;Sverdlovskaya Oblast’;"";124447
Perşembe;41.4187;32.1598;Turkey;TR;Zonguldak;minor;0
Perşembe;41.0656;37.7714;Turkey;TR;Ordu;minor;0
Peschanokopskoye;46.1961;41.0775;Russia;RU;Rostovskaya Oblast’;minor;10593
Peschanoye;54.2243;62.0989;Russia;RU;Chelyabinskaya Oblast’;"";1207
Peseux;46.9955;6.8895;Switzerland;CH;Neuchâtel;"";5809
Peshkovo;47.0186;39.3883;Russia;RU;Rostovskaya Oblast’;"";3982
Pestovo;58.6;35.8167;Russia;RU;Novgorodskaya Oblast’;"";15269
Petropavl;54.8622;69.1408;Kazakhstan;KZ;Soltüstik Qazaqstan;admin;216406
Petropavlivka;48.4549;36.4394;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";7032
Petropavlivka;48.8044;39.2628;Ukraine;UA;Luhans’ka Oblast’;"";4768
Petropavlivs’ka Borshchahivka;50.4378;30.3439;Ukraine;UA;Kyyivs’ka Oblast’;"";6125
Petropavlovka;50.608;105.3218;Russia;RU;Buryatiya;"";7277
Petropavlovka;55.393;59.327;Russia;RU;Chelyabinskaya Oblast’;"";1393
Petropavlovsk-Kamchatskiy;53.0167;158.65;Russia;RU;Kamchatskiy Kray;admin;181216
Petrov Val;50.1333;45.2167;Russia;RU;Volgogradskaya Oblast’;"";12544
Petrove;48.3312;33.2682;Ukraine;UA;Kirovohrads’ka Oblast’;minor;0
Petrovsk;52.3167;45.3833;Russia;RU;Saratovskaya Oblast’;"";28893
Petrovsk-Zabaykal’skiy;51.2833;108.8333;Russia;RU;Zabaykal’skiy Kray;"";16213
Petrovskoye;56.2556;36.4694;Russia;RU;Moskovskaya Oblast’;"";2286
Petrovskoye;56.6975;28.645;Russia;RU;Pskovskaya Oblast’;minor;0
Petrozavodsk;61.7833;34.35;Russia;RU;Kareliya;admin;278551
Petrushino;47.1856;38.8675;Russia;RU;Rostovskaya Oblast’;"";2069
Petrushiv;48.0767;23.8064;Ukraine;UA;Zakarpats’ka Oblast’;"";2687
Petrykivka;48.7281;34.6288;Ukraine;UA;Dnipropetrovs’ka Oblast’;minor;4567
Petushki;55.9333;39.4667;Russia;RU;Vladimirskaya Oblast’;"";13112
Petäjävesi;62.25;25.1833;Finland;FI;Keski-Suomi;minor;4008
Pevek;69.7;170.3167;Russia;RU;Chukotskiy Avtonomnyy Okrug;"";4053
Peçenek;40.4186;32.3083;Turkey;TR;Ankara;minor;0
Pfaffnau;47.2278;7.8994;Switzerland;CH;Luzern;"";2678
Pfeffingen;47.46;7.5906;Switzerland;CH;Basel-Landschaft;"";2336
Pfungen;47.5156;8.6469;Switzerland;CH;Zürich;"";3845
Pfyn;47.6022;8.9527;Switzerland;CH;Thurgau;"";2016
Pfäfers;46.9831;9.4997;Switzerland;CH;Sankt Gallen;"";1564
Pfäffikon;47.3667;8.7822;Switzerland;CH;Zürich;minor;11817
Piatkivka;48.3189;29.3833;Ukraine;UA;Vinnyts’ka Oblast’;"";1841
Piatyhory;49.3397;29.9089;Ukraine;UA;Kyyivs’ka Oblast’;"";2017
Piatykhatky;48.4126;33.7034;Ukraine;UA;Dnipropetrovs’ka Oblast’;minor;18845
Pichayevo;53.235;42.2017;Russia;RU;Tambovskaya Oblast’;"";3407
Pidhaitsi;49.2667;25.1333;Ukraine;UA;Ternopil’s’ka Oblast’;minor;0
Pidhorodna;48.107;30.889499999999998;Ukraine;UA;Mykolayivs’ka Oblast’;"";2225
Pidhorodne;48.5737;35.0966;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";19524
Pidlisne;48.7842;32.2531;Ukraine;UA;Kirovohrads’ka Oblast’;"";1022
Pidplesha;48.1314;23.8003;Ukraine;UA;Zakarpats’ka Oblast’;"";1244
Pidvolochysk;49.5311;26.1467;Ukraine;UA;Ternopil’s’ka Oblast’;"";7977
Pieksämäki;62.3;27.1583;Finland;FI;Etelä-Savo;minor;18220
Pielavesi;63.2333;26.7583;Finland;FI;Pohjois-Savo;minor;4740
Pihtipudas;63.3667;25.575;Finland;FI;Keski-Suomi;minor;4221
Piilo;49.0028;24.3036;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";2150
Pikalëvo;59.5208;34.1514;Russia;RU;Leningradskaya Oblast’;"";20183
Pilsrundāle;56.42;24.0097;Latvia;LV;Rundāles Novads;admin;697
Pinsk;52.1153;26.1031;Belarus;BY;Brestskaya Voblasts’;minor;125900
Pionerskiy;54.95;20.2167;Russia;RU;Kaliningradskaya Oblast’;minor;11312
Piraziz;40.953;38.1089;Turkey;TR;Ordu;minor;0
Pirkkala;61.4667;23.65;Finland;FI;Pirkanmaa;minor;18913
Pishcha;51.605;23.81;Ukraine;UA;Volyns’ka Oblast’;"";1162
Pishchane;49.2692;38.9511;Ukraine;UA;Luhans’ka Oblast’;"";1896
Pishchanka;48.2058;28.8889;Ukraine;UA;Vinnyts’ka Oblast’;minor;5322
Piskaly;53.6317;49.8194;Russia;RU;Samarskaya Oblast’;"";1659
Piskivka;50.7078;29.595;Ukraine;UA;Kyyivs’ka Oblast’;"";6896
Piterka;50.6667;47.4333;Russia;RU;Saratovskaya Oblast’;"";5439
Pitkyaranta;61.5667;31.4833;Russia;RU;Kareliya;"";10479
Pivdenne;49.8849;36.0687;Ukraine;UA;Kharkivs’ka Oblast’;"";7705
Pivdenne;47.6674;34.361;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1327
Piņķi;56.9444;23.910800000000002;Latvia;LV;Babītes Novads;admin;3695
Plaffeien;46.7412;7.2871;Switzerland;CH;Fribourg;"";3594
Plan-les-Ouates;46.1667;6.1167;Switzerland;CH;Genève;"";10656
Planovskoye;43.3997;44.2;Russia;RU;Kabardino-Balkariya;"";3456
Plasselb;46.7333;7.25;Switzerland;CH;Fribourg;"";1048
Plast;54.3667;60.8167;Russia;RU;Chelyabinskaya Oblast’;"";17508
Platonovka;52.7181;41.9593;Russia;RU;Tambovskaya Oblast’;"";3475
Plavsk;53.7;37.3;Russia;RU;Tul’skaya Oblast’;"";15920
Plodorodne;47.1651;35.3162;Ukraine;UA;Zaporiz’ka Oblast’;"";1577
Ploske;50.5378;31.1003;Ukraine;UA;Kyyivs’ka Oblast’;"";2007
Pluzhnoye;50.1803;26.5628;Ukraine;UA;Khmel’nyts’ka Oblast’;"";3297
Pnikut;49.711;23.1383;Ukraine;UA;L’vivs’ka Oblast’;"";1101
Poberezhzhia;49.02;24.8225;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";1938
Pochinok;54.4;32.45;Russia;RU;Smolenskaya Oblast’;"";8545
Pochëp;52.9333;33.45;Russia;RU;Bryanskaya Oblast’;"";16687
Poddorye;57.4667;31.1167;Russia;RU;Novgorodskaya Oblast’;"";1860
Podgornoye;43.5818;45.4405;Russia;RU;Chechnya;"";1872
Podgorodnyaya Pokrovka;51.8281;54.9875;Russia;RU;Orenburgskaya Oblast’;"";4394
Podilsk;47.7419;29.535;Ukraine;UA;Odes’ka Oblast’;minor;40155
